9.58115085e-01,4.88911636e-01,1.35470142e-01
9.50222291e-01,4.66965301e-01,1.36415276e-01
9.43673882e-01,4.44399879e-01,1.39311649e-01
9.37822021e-01,4.22661815e-01,1.44147667e-01
9.32389633e-01,4.02922004e-01,1.50798472e-01
9.27295372e-01,3.86137706e-01,1.59046778e-01
9.22568010e-01,3.73074551e-01,1.68600331e-01
9.18300992e-01,3.64312591e-01,1.79108275e-01
9.14625704e-01,3.60247464e-01,1.90177256e-01
9.11693065e-01,3.61091746e-01,2.01387437e-01
9.09657961e-01,3.66878415e-01,2.12308320e-01
9.08663522e-01,3.77466612e-01,2.22514155e-01
9.08823924e-01,3.92548948e-01,2.31598779e-01
9.10205849e-01,4.11659377e-01,2.39189784e-01
9.12810332e-01,4.34180999e-01,2.44961998e-01
9.16558363e-01,4.59354186e-01,2.48650287e-01
9.21284687e-01,4.86286889e-01,2.50061567e-01
9.26744001e-01,5.13970502e-01,2.49085707e-01
9.32631245e-01,5.41305412e-01,2.45704651e-01
9.38613404e-01,5.67139578e-01,2.39998773e-01
9.44365795e-01,5.90320858e-01,2.32149255e-01
9.49603876e-01,6.09759970e-01,2.22435406e-01
9.54103573e-01,6.24497510e-01,2.11226270e-01
9.57707882e-01,6.33766744e-01,1.98966510e-01
9.60322265e-01,6.37044647e-01,1.86157298e-01
9.61903838e-01,6.34086035e-01,1.73333451e-01
9.62449115e-01,6.24938638e-01,1.61038433e-01
9.61983422e-01,6.09939447e-01,1.49798857e-01
9.60553178e-01,5.89694329e-01,1.40100058e-01
9.58221036e-01,5.65043796e-01,1.32364067e-01
9.55063288e-01,5.37018172e-01,1.26931054e-01
9.51168877e-01,5.06785478e-01,1.24045015e-01
9.46639453e-01,4.75595323e-01,1.23844204e-01
9.41590102e-01,4.44721896e-01,1.26356510e-01
9.36150475e-01,4.15408971e-01,1.31499738e-01
9.30466094e-01,3.88819463e-01,1.39086495e-01
9.24699623e-01,3.65991706e-01,1.48833197e-01
9.19031781e-01,3.47804052e-01,1.60372532e-01
9.13661446e-01,3.34948840e-01,1.73268606e-01
9.08804279e-01,3.27916033e-01,1.87033930e-01
9.04688971e-01,3.26986105e-01,2.01147428e-01
9.01549962e-01,3.32230923e-01,2.15072706e-01
8.99615367e-01,3.43520634e-01,2.28275963e-01
8.99089022e-01,3.60533880e-01,2.40243135e-01
9.00126332e-01,3.82768398e-01,2.50496111e-01
9.02805311e-01,4.09549325e-01,2.58608116e-01
9.07096998e-01,4.40033813e-01,2.64218516e-01
9.12842862e-01,4.73213036e-01,2.67047368e-01
9.19749200e-01,5.07916153e-01,2.66909746e-01
9.27407129e-01,5.42824180e-01,2.63729358e-01
9.35339507e-01,5.76502910e-01,2.57550187e-01
9.43064754e-01,6.07461103e-01,2.48544181e-01
9.50158609e-01,6.34232940e-01,2.37012778e-01
9.56295409e-01,6.55475263e-01,2.23380512e-01
9.61260763e-01,6.70064639e-01,2.08180043e-01
9.64940230e-01,6.77179422e-01,1.92029282e-01
9.67295722e-01,6.76356787e-01,1.75602416e-01
9.68340773e-01,6.67520857e-01,1.59597203e-01
9.68121060e-01,6.50983007e-01,1.44701056e-01
9.66701803e-01,6.27418100e-01,1.31558174e-01
9.64160994e-01,5.97821409e-01,1.20739625e-01
9.60586604e-01,5.63451025e-01,1.12717843e-01
9.56076189e-01,5.25760326e-01,1.07846619e-01
9.50737831e-01,4.86324819e-01,1.06347240e-01
9.44691837e-01,4.46767396e-01,1.08301110e-01
9.38072940e-01,4.08685789e-01,1.13648809e-01
9.31032873e-01,3.73585640e-01,1.22195255e-01
9.23743228e-01,3.42822141e-01,1.33620340e-01
9.16398475e-01,3.17552619e-01,1.47494195e-01
9.09218833e-01,2.98701743e-01,1.63296039e-01
9.02452426e-01,2.86940195e-01,1.80435482e-01
8.96375810e-01,2.82676705e-01,1.98275095e-01
8.91291392e-01,2.86062288e-01,2.16153134e-01
8.87519692e-01,2.97004332e-01,2.33405440e-01
8.85383787e-01,3.15186969e-01,2.49385811e-01
8.85183035e-01,3.40092929e-01,2.63484492e-01
8.87153903e-01,3.71021287e-01,2.75144902e-01
8.91418520e-01,4.07095543e-01,2.83879200e-01
8.97927572e-01,4.47258520e-01,2.89283706e-01
9.06413392e-01,4.90255517e-01,2.91055317e-01
9.16377525e-01,5.34615422e-01,2.89009592e-01
9.27135520e-01,5.78648521e-01,2.83099898e-01
9.37921347e-01,6.20483357e-01,2.73435205e-01
9.48020434e-01,6.58156755e-01,2.60292379e-01
9.56878991e-01,6.89751279e-01,2.44118452e-01
9.64150259e-01,7.13554021e-01,2.25519755e-01
9.69676305e-01,7.28202878e-01,2.05237525e-01
9.73434129e-01,7.32794608e-01,1.84112312e-01
9.75478639e-01,7.26944415e-01,1.63041050e-01
9.75900761e-01,7.10799480e-01,1.42930981e-01
9.74803807e-01,6.85014793e-01,1.24654117e-01
9.72293469e-01,6.50700424e-01,1.09005108e-01
9.68475633e-01,6.09348131e-01,9.66646579e-02
9.63457807e-01,5.62743807e-01,8.81700008e-02
9.57351886e-01,5.12871404e-01,8.38934127e-02
9.50277302e-01,4.61813505e-01,8.40292802e-02
9.42364339e-01,4.11653398e-01,8.85897998e-02
9.33757690e-01,3.64383193e-01,9.74089799e-02
9.24620472e-01,3.21822083e-01,1.10154234e-01
9.15138863e-01,2.85548248e-01,1.26344524e-01
9.05527509e-01,2.56847162e-01,1.45373741e-01
8.96035624e-01,2.36678193e-01,1.66537802e-01
8.86953433e-01,2.25660345e-01,1.89063825e-01
8.78618121e-01,2.24076884e-01,2.12139720e-01
8.71417653e-01,2.31897220e-01,2.34942601e-01
8.65789721e-01,2.48812910e-01,2.56664657e-01
8.62211524e-01,2.74282804e-01,2.76535435e-01
8.61174191e-01,3.07580199e-01,2.93840046e-01
8.63133792e-01,3.47832384e-01,3.07933514e-01
8.68430906e-01,3.94040628e-01,3.18252440e-01
8.77176604e-01,4.45067954e-01,3.24326240e-01
8.89121771e-01,4.99586457e-01,3.25791202e-01
9.03561519e-01,5.55990944e-01,3.22410725e-01
9.19357895e-01,6.12313341e-01,3.14103427e-01
9.35140320e-01,6.66200178e-01,3.00976433e-01
9.49632458e-01,7.15013019e-01,2.83355571e-01
9.61937057e-01,7.56059040e-01,2.61800915e-01
9.71629541e-01,7.86887153e-01,2.37098756e-01
9.78661848e-01,8.05555459e-01,2.10228421e-01
9.83192584e-01,8.10807486e-01,1.82309503e-01
9.85447949e-01,8.02147120e-01,1.54538193e-01
9.85647057e-01,7.79833932e-01,1.28120758e-01
9.83977171e-01,7.44825584e-01,1.04209880e-01
9.80594279e-01,6.98686837e-01,8.38476013e-02
9.75632024e-01,6.43477046e-01,6.79171930e-02
9.69211109e-01,5.81623854e-01,5.71054877e-02
9.61446790e-01,5.15789204e-01,5.18765899e-02
9.52454399e-01,4.48733483e-01,5.24573885e-02
9.42353568e-01,3.83183542e-01,5.88347777e-02
9.31271848e-01,3.21710187e-01,7.07640054e-02
9.19348342e-01,2.66620230e-01,8.77870962e-02
9.06737898e-01,2.19867529e-01,1.09259882e-01
8.93616310e-01,1.82986492e-01,1.34385828e-01
8.80186991e-01,1.57050533e-01,1.62254578e-01
8.66689480e-01,1.42656803e-01,1.91882978e-01
8.53409987e-01,1.39937369e-01,2.22256285e-01
8.40693849e-01,1.48595808e-01,2.52367267e-01
8.28959212e-01,1.67966883e-01,2.81251099e-01
8.18710463e-01,1.97095629e-01,3.08014177e-01
8.10548974e-01,2.34830695e-01,3.31855377e-01
8.05177475e-01,2.79925250e-01,3.52078797e-01
8.03392073e-01,3.31136951e-01,3.68097675e-01
8.06050388e-01,3.87315743e-01,3.79430037e-01
8.13991397e-01,4.47462833e-01,3.85687789e-01
8.27861107e-01,5.10733147e-01,3.86562885e-01
8.47785628e-01,5.76336676e-01,3.81817303e-01
8.72898321e-01,6.43287164e-01,3.71287980e-01
9.00970232e-01,7.09999172e-01,3.54920739e-01
9.28687377e-01,7.73898656e-01,3.32840690e-01
9.52832236e-01,8.31383169e-01,3.05443743e-01
9.71569513e-01,8.78337915e-01,2.73467271e-01
9.84713775e-01,9.10965235e-01,2.37999137e-01
9.93035863e-01,9.26456883e-01,2.00418557e-01
9.97491921e-01,9.23284179e-01,1.62294673e-01
9.98848852e-01,9.01192262e-01,1.25273745e-01
9.97626347e-01,8.61059630e-01,9.09736652e-02
9.94158153e-01,8.04718066e-01,6.08928883e-02
9.88663344e-01,7.34764536e-01,3.63355257e-02
9.81296184e-01,6.54370158e-01,1.83529783e-02
9.72174905e-01,5.67086603e-01,7.70233388e-03
9.61396356e-01,4.76652287e-01,4.82166911e-03
9.49042230e-01,3.86803155e-01,9.82207849e-03
9.35180134e-01,3.01094113e-01,2.24957709e-02
9.19860976e-01,2.22737236e-01,4.23390370e-02
9.03112907e-01,1.54462121e-01,6.85883834e-02
